,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
40,Available For Sale Securities,1329000.0,3707630.0,1329305.0,Balance Sheet
41,Goodwill And Other Intangible Assets,58000.0,376356.0,695149.0,Balance Sheet
42,Other Intangible Assets,58000.0,376356.0,695149.0,Balance Sheet
43,Net PPE,373538000.0,375636841.0,256555566.0,Balance Sheet
44,Accumulated Depreciation,-210572000.0,-180424996.0,-157264132.0,Balance Sheet
45,Gross PPE,584110000.0,556061837.0,413819698.0,Balance Sheet
46,Construction In Progress,0.0,0.0,147008081.0,Balance Sheet
47,Other Properties,373536760.0,375636841.0,,Balance Sheet
48,Machinery Furniture Equipment,487176000.0,462277721.0,209794248.0,Balance Sheet
49,Buildings And Improvements,88313000.0,85163242.0,48396495.0,Balance Sheet
50,Land And Improvements,8621000.0,8620874.0,8620874.0,Balance Sheet
51,Properties,0.0,0.0,0.0,Balance Sheet
52,Current Assets,1213077000.0,919072381.0,812020130.0,Balance Sheet
53,Other Current Assets,2000.0,26964758.0,,Balance Sheet
54,Prepaid Assets,54881000.0,42218074.0,17720494.0,Balance Sheet
55,Inventory,590072000.0,407415569.0,346783075.0,Balance Sheet
56,Finished Goods,378582000.0,253148988.0,217408296.0,Balance Sheet
57,Work In Process,32082000.0,28062160.0,21691145.0,Balance Sheet
58,Raw Materials,179408000.0,126204421.0,107683634.0,Balance Sheet
59,Other Receivables,80000.0,380454.0,15639455.0,Balance Sheet
60,Taxes Receivable,5022000.0,8217266.0,,Balance Sheet
61,Accounts Receivable,517495000.0,413068160.0,421334959.0,Balance Sheet
62,Allowance For Doubtful Accounts Receivable,0.0,,,Balance Sheet
63,Gross Accounts Receivable,0.0,,,Balance Sheet
64,Cash Cash Equivalents And Short Term Investments,45525000.0,47772858.0,10542147.0,Balance Sheet
65,Cash And Cash Equivalents,45525000.0,47772858.0,10542147.0,Balance Sheet
66,Cash Equivalents,16227000.0,11720208.0,6334439.0,Balance Sheet
67,Cash Financial,29298000.0,36052650.0,4207708.0,Balance Sheet
0,Free Cash Flow,-97188000.0,-85047280.0,-104658726.0,Cash Flow
1,Issuance Of Debt,,,96712149.0,Cash Flow
2,Issuance Of Capital Stock,,0.0,,Cash Flow
3,Capital Expenditure,-29134000.0,-289513779.0,-153571169.0,Cash Flow
4,End Cash Position,45525000.0,47772858.0,10542147.0,Cash Flow
5,Other Cash Adjustment Outside Changein Cash,-10.0,,,Cash Flow
6,Beginning Cash Position,47772000.0,10542147.0,19213039.0,Cash Flow
7,Changes In Cash,-2247000.0,37230711.0,-8670892.0,Cash Flow
8,Financing Cash Flow,97360000.0,-24458959.0,86517044.0,Cash Flow
9,Net Other Financing Charges,4494000.0,-16152980.0,-338045.0,Cash Flow
10,Interest Paid Cff,-30689000.0,-23396609.0,-16953466.0,Cash Flow
11,Net Common Stock Issuance,,0.0,,Cash Flow
12,Common Stock Issuance,,0.0,,Cash Flow
13,Net Issuance Payments Of Debt,123555000.0,15090630.0,103808555.0,Cash Flow
14,Net Short Term Debt Issuance,96697000.0,-32511112.0,7096406.0,Cash Flow
15,Net Long Term Debt Issuance,26858000.0,47601742.0,96712149.0,Cash Flow
16,Long Term Debt Issuance,,,96712149.0,Cash Flow
17,Investing Cash Flow,-31553000.0,-142776829.0,-144100379.0,Cash Flow
18,Interest Received Cfi,707000.0,635769.0,2317005.0,Cash Flow
19,Net Investment Purchase And Sale,2379000.0,-2378325.0,,Cash Flow
20,Sale Of Investment,2379000.0,,,Cash Flow
21,Purchase Of Investment,,-2378325.0,,Cash Flow
22,Net PPE Purchase And Sale,-28049000.0,-142242138.0,3000000.0,Cash Flow
23,Sale Of PPE,1085000.0,147271641.0,3000000.0,Cash Flow
24,Purchase Of PPE,-29134000.0,-289513779.0,,Cash Flow
25,Capital Expenditure Reported,,,-153571169.0,Cash Flow
26,Operating Cash Flow,-68054000.0,204466499.0,48912443.0,Cash Flow
27,Taxes Refund Paid,-12000000.0,-18386520.0,-11435855.0,Cash Flow
28,Change In Working Capital,-208142000.0,85280556.0,-34974211.0,Cash Flow
29,Change In Other Current Liabilities,22638000.0,41989579.0,12891025.0,Cash Flow
30,Change In Other Current Assets,-3513000.0,-10914943.0,1033703.0,Cash Flow
31,Change In Payable,65890000.0,105608030.0,-20362827.0,Cash Flow
32,Change In Inventory,-182656000.0,-60632494.0,14480234.0,Cash Flow
33,Change In Receivables,-104427000.0,8266798.0,-47264766.0,Cash Flow
34,Other Non Cash Items,29982000.0,22760840.0,14636461.0,Cash Flow
35,Depreciation And Amortization,30467000.0,23479656.0,16448685.0,Cash Flow
36,Depreciation,30467000.0,23479656.0,16448685.0,Cash Flow
37,Net Foreign Currency Exchange Gain Loss,0.0,14152980.0,683107.0,Cash Flow
38,Net Income From Continuing Operations,91639000.0,77178987.0,63554256.0,Cash Flow
