,2022-03-31,2021-03-31,2020-03-31
Total Liabilities Net Minority Interest,923080000.0,915020000.0,917890000.0
Total Non Current Liabilities Net Minority Interest,7070000.0,6690000.0,223740000.0
Other Non Current Liabilities,,-130000.0,
Non Current Pension And Other Postretirement Benefit Plans,6520000.0,6520000.0,11210000.0
Non Current Deferred Revenue,550000.0,300000.0,300000.0
Current Liabilities,916010000.0,908330000.0,694150000.0
Other Current Liabilities,14800000.0,14820000.0,12640000.0
Current Debt And Capital Lease Obligation,376620000.0,377370000.0,165230000.0
Current Debt,376620000.0,377370000.0,165230000.0
Pensionand Other Post Retirement Benefit Plans Current,5130000.0,5120000.0,5570000.0
Payables,263470000.0,263250000.0,264640000.0
Other Payable,10000000.0,10050000.0,10920000.0
Total Tax Payable,0.0,0.0,
Accounts Payable,253470000.0,253200000.0,253720000.0
Total Assets,548980000.0,547650000.0,614590000.0
Total Non Current Assets,281910000.0,292460000.0,305710000.0
Other Non Current Assets,,,10000.0
Non Current Prepaid Assets,12500000.0,12500000.0,12510000.0
Investmentin Financial Assets,,,0.0
Goodwill And Other Intangible Assets,390000.0,540000.0,690000.0
Other Intangible Assets,390000.0,540000.0,690000.0
Net PPE,269020000.0,279010000.0,290370000.0
Accumulated Depreciation,-77400000.0,-67410000.0,-56950000.0
Gross PPE,346420000.0,346420000.0,347320000.0
Construction In Progress,23900000.0,23900000.0,23760000.0
Other Properties,2870000.0,2870000.0,2870000.0
Machinery Furniture Equipment,165970000.0,165970000.0,165960000.0
Buildings And Improvements,90540000.0,90540000.0,90540000.0
Land And Improvements,63140000.0,63140000.0,64190000.0
Properties,0.0,0.0,0.0
Current Assets,267070000.0,255190000.0,308880000.0
Other Current Assets,4430000.0,4420000.0,4430000.0
Restricted Cash,1200000.0,2720000.0,2550000.0
Prepaid Assets,99740000.0,97360000.0,94660000.0
Inventory,31360000.0,31360000.0,97000000.0
Finished Goods,31320000.0,31320000.0,96960000.0
Work In Process,,,0.0
Raw Materials,40000.0,40000.0,40000.0
Other Receivables,4650000.0,3840000.0,2190000.0
Taxes Receivable,61520000.0,61520000.0,63380000.0
Accounts Receivable,58370000.0,48740000.0,34830000.0
Allowance For Doubtful Accounts Receivable,-189890000.0,-189890000.0,-189890000.0
Gross Accounts Receivable,248260000.0,238630000.0,224720000.0
Cash Cash Equivalents And Short Term Investments,5800000.0,5230000.0,9840000.0
Cash And Cash Equivalents,5800000.0,5230000.0,9840000.0
Cash Financial,5800000.0,5230000.0,9840000.0
Free Cash Flow,800000.0,-4580000.0,-119960000.0
Repayment Of Debt,-750000.0,-90000.0,-90000.0
Issuance Of Capital Stock,0.0,0.0,96860000.0
Capital Expenditure,,-140000.0,-3620000.0
End Cash Position,5800000.0,5630000.0,10240000.0
Beginning Cash Position,5630000.0,10240000.0,31660000.0
Changes In Cash,170000.0,-4610000.0,-21420000.0
Financing Cash Flow,-750000.0,-90000.0,96770000.0
Net Common Stock Issuance,0.0,0.0,96860000.0
Common Stock Issuance,0.0,0.0,96860000.0
Net Issuance Payments Of Debt,-750000.0,-90000.0,-90000.0
Net Short Term Debt Issuance,-750000.0,-90000.0,
Short Term Debt Payments,-750000.0,-90000.0,
Net Long Term Debt Issuance,,,-90000.0
Long Term Debt Payments,,,-90000.0
Investing Cash Flow,120000.0,-80000.0,-1850000.0
Interest Received Cfi,120000.0,60000.0,270000.0
Net Intangibles Purchase And Sale,0.0,0.0,0.0
Purchase Of Intangibles,0.0,0.0,0.0
Net PPE Purchase And Sale,0.0,-140000.0,-2120000.0
Sale Of PPE,0.0,,1500000.0
Purchase Of PPE,0.0,-140000.0,-3620000.0
Operating Cash Flow,800000.0,-4440000.0,-116340000.0
Taxes Refund Paid,0.0,1860000.0,-440000.0
Change In Working Capital,-2580000.0,52150000.0,712490000.0
Change In Other Current Liabilities,8530000.0,2880000.0,-59340000.0
Change In Other Current Assets,-1670000.0,-2780000.0,125450000.0
Change In Payable,270000.0,-520000.0,-1299410000.0
Change In Inventory,0.0,65640000.0,711050000.0
Change In Receivables,-9720000.0,-14000000.0,1231410000.0
Deferred Tax,,0.0,0.0
Depreciation And Amortization,10140000.0,11660000.0,14520000.0
Depreciation,10140000.0,11660000.0,14520000.0
Gain Loss On Investment Securities,-120000.0,-60000.0,-270000.0
Net Foreign Currency Exchange Gain Loss,90000.0,90000.0,-320000.0
Gain Loss On Sale Of PPE,0.0,0.0,270000.0
Net Income From Continuing Operations,-6730000.0,-70140000.0,-648070000.0
