,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
50,Other Intangible Assets,199600000.0,211000000.0,224800000.0,Balance Sheet
51,Net PPE,36787200000.0,38424500000.0,38517500000.0,Balance Sheet
52,Accumulated Depreciation,-44831400000.0,-42125800000.0,-39735400000.0,Balance Sheet
53,Gross PPE,81618600000.0,80550300000.0,78252900000.0,Balance Sheet
54,Construction In Progress,1473400000.0,1705200000.0,819000000.0,Balance Sheet
55,Other Properties,2010100000.0,1998400000.0,1963400000.0,Balance Sheet
56,Machinery Furniture Equipment,70112300000.0,68895400000.0,67607400000.0,Balance Sheet
57,Buildings And Improvements,4504800000.0,4433100000.0,4346600000.0,Balance Sheet
58,Land And Improvements,3518000000.0,3518200000.0,3516500000.0,Balance Sheet
59,Properties,0.0,0.0,0.0,Balance Sheet
60,Current Assets,48777900000.0,34321400000.0,36481600000.0,Balance Sheet
61,Other Current Assets,29200000.0,1097600000.0,,Balance Sheet
62,Hedging Assets Current,,,45900000.0,Balance Sheet
63,Restricted Cash,3802300000.0,3508400000.0,1232600000.0,Balance Sheet
64,Prepaid Assets,19373200000.0,4976100000.0,10065700000.0,Balance Sheet
65,Inventory,9769700000.0,8133400000.0,9323500000.0,Balance Sheet
66,Finished Goods,948600000.0,1154800000.0,1359000000.0,Balance Sheet
67,Work In Process,385800000.0,367900000.0,849000000.0,Balance Sheet
68,Raw Materials,8435300000.0,6610700000.0,7115500000.0,Balance Sheet
69,Other Receivables,762300000.0,709300000.0,640400000.0,Balance Sheet
70,Taxes Receivable,125000000.0,177500000.0,381900000.0,Balance Sheet
71,Accounts Receivable,6251000000.0,5095500000.0,14134200000.0,Balance Sheet
72,Allowance For Doubtful Accounts Receivable,-195800000.0,-272800000.0,-94700000.0,Balance Sheet
73,Gross Accounts Receivable,6446800000.0,5368300000.0,14228900000.0,Balance Sheet
74,Cash Cash Equivalents And Short Term Investments,8665200000.0,11721200000.0,657400000.0,Balance Sheet
75,Other Short Term Investments,7938100000.0,10349500000.0,593200000.0,Balance Sheet
76,Cash And Cash Equivalents,727100000.0,1371700000.0,657400000.0,Balance Sheet
77,Cash Equivalents,597800000.0,1326600000.0,601400000.0,Balance Sheet
78,Cash Financial,129300000.0,45100000.0,56000000.0,Balance Sheet
0,Free Cash Flow,18288900000.0,16681900000.0,1544300000.0,Cash Flow
1,Repayment Of Debt,-3300000.0,-14974800000.0,-1825100000.0,Cash Flow
2,Issuance Of Debt,3300000.0,6645000000.0,8625600000.0,Cash Flow
3,Capital Expenditure,-1377700000.0,-2162100000.0,-1313000000.0,Cash Flow
4,End Cash Position,726400000.0,1350100000.0,400800000.0,Cash Flow
5,Beginning Cash Position,1350100000.0,400800000.0,1092400000.0,Cash Flow
6,Changes In Cash,-623700000.0,949300000.0,-691600000.0,Cash Flow
7,Financing Cash Flow,-1302700000.0,-9336600000.0,5460200000.0,Cash Flow
8,Net Other Financing Charges,-56100000.0,-44500000.0,-4200000.0,Cash Flow
9,Interest Paid Cff,-16300000.0,-186600000.0,-30200000.0,Cash Flow
10,Cash Dividends Paid,-1230300000.0,-775700000.0,-1305900000.0,Cash Flow
11,Common Stock Dividend Paid,,,-1305900000.0,Cash Flow
12,Net Issuance Payments Of Debt,0.0,-8329800000.0,6800500000.0,Cash Flow
13,Net Short Term Debt Issuance,0.0,-8329800000.0,6800500000.0,Cash Flow
14,Short Term Debt Payments,-3300000.0,-14974800000.0,-1825100000.0,Cash Flow
15,Short Term Debt Issuance,3300000.0,6645000000.0,8625600000.0,Cash Flow
16,Net Long Term Debt Issuance,,,0.0,Cash Flow
17,Long Term Debt Payments,,,0.0,Cash Flow
18,Investing Cash Flow,-18987600000.0,-8558100000.0,-9009100000.0,Cash Flow
19,Interest Received Cfi,958300000.0,809500000.0,383900000.0,Cash Flow
20,Dividends Received Cfi,92700000.0,73800000.0,75200000.0,Cash Flow
21,Net Investment Purchase And Sale,-18665500000.0,-7288500000.0,-8165100000.0,Cash Flow
22,Sale Of Investment,1334500000.0,6964500000.0,,Cash Flow
23,Purchase Of Investment,-20000000000.0,-14253000000.0,-8165100000.0,Cash Flow
24,Net PPE Purchase And Sale,-1373100000.0,-2152900000.0,-1303100000.0,Cash Flow
25,Sale Of PPE,4600000.0,9200000.0,9900000.0,Cash Flow
26,Purchase Of PPE,-1377700000.0,-2162100000.0,-1313000000.0,Cash Flow
27,Operating Cash Flow,19666600000.0,18844000000.0,2857300000.0,Cash Flow
28,Taxes Refund Paid,-6278400000.0,-2176900000.0,-481000000.0,Cash Flow
29,Change In Working Capital,1094700000.0,10290400000.0,-2530400000.0,Cash Flow
30,Change In Other Current Liabilities,1088300000.0,155300000.0,1016300000.0,Cash Flow
31,Change In Other Current Assets,30600000.0,-6500000.0,4800000.0,Cash Flow
32,Change In Payable,2831100000.0,-28500000.0,-116300000.0,Cash Flow
33,Change In Inventory,-1767400000.0,921900000.0,-1911300000.0,Cash Flow
34,Change In Receivables,-1259800000.0,9167800000.0,-1952100000.0,Cash Flow
35,Other Non Cash Items,-1770000000.0,-1235500000.0,-1094800000.0,Cash Flow
36,Provisionand Write Offof Assets,569000000.0,118400000.0,46900000.0,Cash Flow
37,Depreciation And Amortization,2916900000.0,2723000000.0,2643300000.0,Cash Flow
38,Depreciation,2916900000.0,2723000000.0,2643300000.0,Cash Flow
39,Gain Loss On Investment Securities,1000000.0,-503100000.0,-44400000.0,Cash Flow
40,Net Foreign Currency Exchange Gain Loss,9100000.0,39600000.0,-6500000.0,Cash Flow
41,Gain Loss On Sale Of PPE,9400000.0,15000000.0,1500000.0,Cash Flow
42,Net Income From Continuing Operations,22980500000.0,9483100000.0,4248300000.0,Cash Flow
