,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
3,End Cash Position,31159000.0,27641585.0,24058518.0,Cash Flow
4,Other Cash Adjustment Outside Changein Cash,1000.0,-1.0,-1.0,Cash Flow
5,Beginning Cash Position,26412000.0,24058519.0,14561526.0,Cash Flow
6,Changes In Cash,4746000.0,3583067.0,9496993.0,Cash Flow
7,Financing Cash Flow,22954000.0,166508922.0,43679094.0,Cash Flow
8,Net Other Financing Charges,16155000.0,1187047.0,1275100.0,Cash Flow
9,Interest Paid Cff,-35300000.0,-23391273.0,-15958922.0,Cash Flow
10,Cash Dividends Paid,-10055000.0,-7544504.0,-3031833.0,Cash Flow
11,Common Stock Dividend Paid,-10055000.0,-7544504.0,-3031833.0,Cash Flow
12,Net Common Stock Issuance,,5145000.0,,Cash Flow
13,Common Stock Issuance,,5145000.0,,Cash Flow
14,Net Issuance Payments Of Debt,52100000.0,191112652.0,61394749.0,Cash Flow
15,Net Short Term Debt Issuance,-24633000.0,87812113.0,-1480571.0,Cash Flow
16,Net Long Term Debt Issuance,76733000.0,103300539.0,62875320.0,Cash Flow
17,Investing Cash Flow,-54835000.0,-120659618.0,-29455097.0,Cash Flow
18,Net Business Purchase And Sale,,0.0,,Cash Flow
19,Purchase Of Business,,0.0,,Cash Flow
20,Net PPE Purchase And Sale,-54835000.0,-120659618.0,-29455097.0,Cash Flow
21,Purchase Of PPE,-54835000.0,-120659618.0,-29455097.0,Cash Flow
22,Capital Expenditure Reported,,,-29455097.0,Cash Flow
23,Operating Cash Flow,36627000.0,-42266237.0,-4727004.0,Cash Flow
24,Taxes Refund Paid,-15264000.0,-5449146.0,-10312485.0,Cash Flow
25,Change In Working Capital,-35498000.0,-113320806.0,-51526161.0,Cash Flow
26,Change In Other Current Liabilities,38151000.0,18107794.0,2873044.0,Cash Flow
27,Change In Other Current Assets,-28385000.0,-1374146.0,1584389.0,Cash Flow
28,Change In Payable,-2180000.0,59865333.0,37661116.0,Cash Flow
29,Change In Inventory,-75295000.0,-69928007.0,-48613561.0,Cash Flow
30,Change In Receivables,31697000.0,-119991780.0,-45031149.0,Cash Flow
31,Other Non Cash Items,34249000.0,22204226.0,14683822.0,Cash Flow
32,Provisionand Write Offof Assets,,0.0,46920.0,Cash Flow
33,Depreciation And Amortization,22378000.0,13931966.0,9441632.0,Cash Flow
34,Depreciation,22378000.0,13931966.0,9441632.0,Cash Flow
35,Net Foreign Currency Exchange Gain Loss,-15105000.0,,,Cash Flow
36,Net Income From Continuing Operations,45868000.0,40367522.0,32939268.0,Cash Flow
