,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
43,Selling General And Administration,21755000.0,13724000.0,6730000.0,Income Statement
44,Selling And Marketing Expense,15512000.0,6892000.0,3643000.0,Income Statement
45,General And Administrative Expense,6243000.0,6832000.0,3087000.0,Income Statement
46,Rent And Landing Fees,2942000.0,4775000.0,5335000.0,Income Statement
47,Gross Profit,660255000.0,800317000.0,1306771000.0,Income Statement
48,Cost Of Revenue,1097130000.0,1238568000.0,1296243000.0,Income Statement
49,Total Revenue,1757385000.0,2038885000.0,2603014000.0,Income Statement
50,Operating Revenue,1757385000.0,2038885000.0,2603014000.0,Income Statement
0,Ordinary Shares Number,355601640.0,355601640.0,355601640.0,Balance Sheet
1,Share Issued,355601640.0,355601640.0,355601640.0,Balance Sheet
2,Net Debt,36997226000.0,8270745000.0,7801037000.0,Balance Sheet
3,Total Debt,37164183000.0,10176866000.0,9886137000.0,Balance Sheet
4,Tangible Book Value,-41900011000.0,-47249933000.0,-46163695000.0,Balance Sheet
5,Invested Capital,-4637399000.0,-36960577000.0,-36151007000.0,Balance Sheet
6,Working Capital,-42761408000.0,-47294627000.0,-44810127000.0,Balance Sheet
7,Net Tangible Assets,-41900011000.0,-47249933000.0,-46163695000.0,Balance Sheet
8,Common Stock Equity,-41801582000.0,-47137443000.0,-46037144000.0,Balance Sheet
9,Total Capitalization,-41801582000.0,-46958290000.0,-44814752000.0,Balance Sheet
10,Total Equity Gross Minority Interest,-41801582000.0,-47140092000.0,-46039788000.0,Balance Sheet
11,Minority Interest,0.0,-2649000.0,-2644000.0,Balance Sheet
12,Stockholders Equity,-41801582000.0,-47137443000.0,-46037144000.0,Balance Sheet
13,Other Equity Interest,-45357600000.0,-50693500000.0,,Balance Sheet
14,Retained Earnings,-46540606000.0,-51862600000.0,-50765097000.0,Balance Sheet
15,Capital Stock,3556016000.0,3556016000.0,3556016000.0,Balance Sheet
16,Common Stock,3556016000.0,3556016000.0,3556016000.0,Balance Sheet
17,Total Liabilities Net Minority Interest,48213040000.0,53969075000.0,53315338000.0,Balance Sheet
18,Total Non Current Liabilities Net Minority Interest,368538000.0,695090000.0,1994850000.0,Balance Sheet
19,Other Non Current Liabilities,13647000.0,17480000.0,,Balance Sheet
20,Non Current Pension And Other Postretirement Benefit Plans,351945000.0,409429000.0,511510000.0,Balance Sheet
21,Non Current Deferred Revenue,1113000.0,84401000.0,256568000.0,Balance Sheet
22,Non Current Deferred Taxes Liabilities,1833000.0,4627000.0,4380000.0,Balance Sheet
23,Long Term Debt And Capital Lease Obligation,0.0,179153000.0,1222392000.0,Balance Sheet
24,Long Term Debt,0.0,179153000.0,1222392000.0,Balance Sheet
25,Current Liabilities,47844502000.0,53273985000.0,51320488000.0,Balance Sheet
26,Other Current Liabilities,3855057000.0,3536090000.0,3081079000.0,Balance Sheet
27,Current Debt And Capital Lease Obligation,37164183000.0,9997713000.0,8663745000.0,Balance Sheet
28,Current Debt,37164183000.0,9997713000.0,8663745000.0,Balance Sheet
29,Pensionand Other Post Retirement Benefit Plans Current,422962000.0,493600000.0,583431000.0,Balance Sheet
30,Current Provisions,49080000.0,20180000.0,22113000.0,Balance Sheet
31,Payables,4963437000.0,4478545000.0,3983459000.0,Balance Sheet
32,Other Payable,4088418000.0,3452074000.0,2832281000.0,Balance Sheet
33,Total Tax Payable,,,13100000.0,Balance Sheet
34,Accounts Payable,875019000.0,1026471000.0,1138078000.0,Balance Sheet
35,Total Assets,6411458000.0,6828983000.0,7275550000.0,Balance Sheet
36,Total Non Current Assets,1328364000.0,849625000.0,765189000.0,Balance Sheet
37,Other Non Current Assets,37300000.0,-29616000.0,-29616000.0,Balance Sheet
38,Defined Pension Benefit,,,4224000.0,Balance Sheet
39,Non Current Prepaid Assets,643956000.0,158800000.0,0.0,Balance Sheet
40,Investmentin Financial Assets,0.0,167100000.0,,Balance Sheet
41,Available For Sale Securities,659900000.0,167100000.0,,Balance Sheet
42,Long Term Equity Investment,1956000.0,1986000.0,1989000.0,Balance Sheet
43,Investmentsin Joint Venturesat Cost,1956000.0,1986000.0,1989000.0,Balance Sheet
44,Investmentsin Associatesat Cost,0.0,,,Balance Sheet
45,Investment Properties,20844000.0,23110000.0,27709000.0,Balance Sheet
46,Goodwill And Other Intangible Assets,98429000.0,112490000.0,126551000.0,Balance Sheet
47,Other Intangible Assets,98429000.0,112490000.0,126551000.0,Balance Sheet
48,Net PPE,482376000.0,517340000.0,575100000.0,Balance Sheet
49,Accumulated Depreciation,-4174778000.0,-4099931000.0,-4061074000.0,Balance Sheet
50,Gross PPE,4657154000.0,4617271000.0,4636174000.0,Balance Sheet
51,Construction In Progress,68345000.0,57811000.0,65504000.0,Balance Sheet
52,Other Properties,207740000.0,197201000.0,186205000.0,Balance Sheet
53,Machinery Furniture Equipment,3988895000.0,3974265000.0,4003337000.0,Balance Sheet
54,Buildings And Improvements,364523000.0,360343000.0,355713000.0,Balance Sheet
55,Land And Improvements,27651000.0,27651000.0,25415000.0,Balance Sheet
56,Properties,0.0,0.0,0.0,Balance Sheet
57,Current Assets,5083094000.0,5979358000.0,6510361000.0,Balance Sheet
58,Other Current Assets,594000000.0,596000000.0,,Balance Sheet
59,Assets Held For Sale Current,,29616000.0,29616000.0,Balance Sheet
60,Restricted Cash,,6967000.0,,Balance Sheet
61,Prepaid Assets,15126000.0,59126000.0,56370000.0,Balance Sheet
62,Inventory,1430616000.0,1721068000.0,1889685000.0,Balance Sheet
63,Inventories Adjustments Allowances,-188698000.0,-173904000.0,-226826000.0,Balance Sheet
64,Other Inventories,96791000.0,91916000.0,104852000.0,Balance Sheet
65,Finished Goods,595233000.0,851844000.0,928393000.0,Balance Sheet
66,Work In Process,525638000.0,509197000.0,623869000.0,Balance Sheet
67,Raw Materials,401652000.0,442015000.0,459397000.0,Balance Sheet
68,Other Receivables,630768000.0,550228000.0,875278000.0,Balance Sheet
69,Taxes Receivable,95159000.0,50608000.0,96278000.0,Balance Sheet
70,Accounts Receivable,1554559000.0,1685240000.0,1507650000.0,Balance Sheet
71,Allowance For Doubtful Accounts Receivable,-1739245000.0,-1673541000.0,-1618777000.0,Balance Sheet
72,Gross Accounts Receivable,3293804000.0,3358781000.0,3126427000.0,Balance Sheet
73,Cash Cash Equivalents And Short Term Investments,1356866000.0,1906121000.0,2085100000.0,Balance Sheet
74,Other Short Term Investments,1189909000.0,70900000.0,,Balance Sheet
75,Cash And Cash Equivalents,166957000.0,1906121000.0,2085100000.0,Balance Sheet
76,Cash Equivalents,49590000.0,1740084000.0,1993767000.0,Balance Sheet
77,Cash Financial,117367000.0,166037000.0,91333000.0,Balance Sheet
0,Free Cash Flow,-551537000.0,-380283000.0,-2756849000.0,Cash Flow
1,Repayment Of Debt,-33846000.0,,,Cash Flow
2,Issuance Of Debt,0.0,118562000.0,69218000.0,Cash Flow
3,Capital Expenditure,-47183000.0,-20687000.0,-104475000.0,Cash Flow
4,End Cash Position,166957000.0,741951000.0,2085100000.0,Cash Flow
5,Beginning Cash Position,300490000.0,1217004000.0,2377850000.0,Cash Flow
6,Changes In Cash,-133533000.0,-475053000.0,-292750000.0,Cash Flow
7,Financing Cash Flow,-74289000.0,71170000.0,-353469000.0,Cash Flow
8,Net Other Financing Charges,,,-296000.0,Cash Flow
9,Interest Paid Cff,-40443000.0,-47392000.0,-422391000.0,Cash Flow
10,Net Issuance Payments Of Debt,-33846000.0,118562000.0,69218000.0,Cash Flow
11,Net Long Term Debt Issuance,-33846000.0,118562000.0,69218000.0,Cash Flow
12,Long Term Debt Payments,-33846000.0,,,Cash Flow
13,Long Term Debt Issuance,0.0,118562000.0,69218000.0,Cash Flow
14,Investing Cash Flow,445110000.0,-186627000.0,2713093000.0,Cash Flow
15,Interest Received Cfi,80647000.0,72836000.0,130361000.0,Cash Flow
16,Net Investment Purchase And Sale,407114000.0,-334574000.0,,Cash Flow
17,Sale Of Investment,407114000.0,,,Cash Flow
18,Purchase Of Investment,,-334574000.0,,Cash Flow
19,Net PPE Purchase And Sale,-42651000.0,75111000.0,2582732000.0,Cash Flow
20,Sale Of PPE,4532000.0,95798000.0,2687207000.0,Cash Flow
21,Purchase Of PPE,-47183000.0,-20687000.0,-104475000.0,Cash Flow
22,Operating Cash Flow,-504354000.0,-359596000.0,-2652374000.0,Cash Flow
23,Taxes Refund Paid,-45702000.0,-11206000.0,-365624000.0,Cash Flow
24,Change In Working Capital,118633000.0,135254000.0,-2273786000.0,Cash Flow
25,Change In Payable,329496000.0,122080000.0,-1691691000.0,Cash Flow
26,Change In Inventory,275658000.0,221539000.0,-135469000.0,Cash Flow
27,Change In Receivables,-480094000.0,-32814000.0,-228788000.0,Cash Flow
28,Other Non Cash Items,-5997472000.0,568736000.0,789036000.0,Cash Flow
29,Provisionand Write Offof Assets,,0.0,-84888000.0,Cash Flow
30,Depreciation And Amortization,98410000.0,97103000.0,113970000.0,Cash Flow
31,Amortization Cash Flow,14061000.0,14061000.0,14061000.0,Cash Flow
32,Depreciation,84349000.0,83042000.0,99909000.0,Cash Flow
33,Gain Loss On Investment Securities,-1425000.0,,,Cash Flow
34,Gain Loss On Sale Of PPE,-4468000.0,-95795000.0,-2684740000.0,Cash Flow
35,Net Income From Continuing Operations,5327639000.0,-1053691000.0,1853638000.0,Cash Flow
