,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
26,Pretax Income,-126052000.0,31494000.0,-113136000.0,Income Statement
27,Other Non Operating Income Expenses,9635000.0,6769000.0,2396000.0,Income Statement
28,Special Income Charges,0.0,40447000.0,571000.0,Income Statement
29,Other Special Charges,,-40447000.0,-571000.0,Income Statement
30,Net Non Operating Interest Income Expense,-60714000.0,-54529000.0,-49291000.0,Income Statement
31,Total Other Finance Cost,,652000.0,82000.0,Income Statement
32,Interest Expense Non Operating,60714000.0,55017000.0,49263000.0,Income Statement
33,Interest Income Non Operating,,1140000.0,54000.0,Income Statement
34,Operating Income,-74973000.0,38488000.0,-64732000.0,Income Statement
35,Operating Expense,137796000.0,80399000.0,134531000.0,Income Statement
36,Other Operating Expenses,90904000.0,3455000.0,5476000.0,Income Statement
37,Depreciation And Amortization In Income Statement,17877000.0,35588000.0,65864000.0,Income Statement
38,Amortization,,693000.0,554000.0,Income Statement
39,Depreciation Income Statement,17877000.0,34895000.0,65310000.0,Income Statement
40,Selling General And Administration,,14543000.0,26641000.0,Income Statement
41,Selling And Marketing Expense,,1457000.0,2165000.0,Income Statement
42,General And Administrative Expense,,13086000.0,24476000.0,Income Statement
43,Gross Profit,62823000.0,118887000.0,69799000.0,Income Statement
44,Cost Of Revenue,167002000.0,332362000.0,498974000.0,Income Statement
45,Total Revenue,229825000.0,451249000.0,568773000.0,Income Statement
46,Operating Revenue,229825000.0,451249000.0,568773000.0,Income Statement
0,Ordinary Shares Number,20578004.0,20578004.0,20578004.0,Balance Sheet
1,Share Issued,20578004.0,20578004.0,20578004.0,Balance Sheet
2,Net Debt,2253162000.0,2279243000.0,2330048000.0,Balance Sheet
3,Total Debt,2255140000.0,2280914000.0,2333148000.0,Balance Sheet
4,Tangible Book Value,-1710542000.0,-1583440000.0,-1625593000.0,Balance Sheet
5,Invested Capital,544656000.0,697558000.0,708248000.0,Balance Sheet
6,Working Capital,-2072096000.0,-1308990000.0,-1550300000.0,Balance Sheet
7,Net Tangible Assets,-1710542000.0,-1583440000.0,-1625593000.0,Balance Sheet
8,Common Stock Equity,-1710484000.0,-1583356000.0,-1624900000.0,Balance Sheet
9,Total Capitalization,-1710484000.0,-917083000.0,-886572000.0,Balance Sheet
10,Total Equity Gross Minority Interest,-1710484000.0,-1583356000.0,-1624900000.0,Balance Sheet
11,Stockholders Equity,-1710484000.0,-1583356000.0,-1624900000.0,Balance Sheet
12,Other Equity Interest,-1916264000.0,,,Balance Sheet
13,Treasury Stock,,,0.0,Balance Sheet
14,Retained Earnings,,-1872615000.0,-1914159000.0,Balance Sheet
15,Additional Paid In Capital,,439000.0,439000.0,Balance Sheet
16,Capital Stock,205780000.0,205780000.0,205780000.0,Balance Sheet
17,Common Stock,205780000.0,205780000.0,205780000.0,Balance Sheet
18,Total Liabilities Net Minority Interest,2432201000.0,2446982000.0,2597655000.0,Balance Sheet
19,Total Non Current Liabilities Net Minority Interest,5964000.0,674773000.0,746358000.0,Balance Sheet
20,Non Current Pension And Other Postretirement Benefit Plans,,4834000.0,4806000.0,Balance Sheet
21,Tradeand Other Payables Non Current,,3666000.0,3224000.0,Balance Sheet
22,Long Term Debt And Capital Lease Obligation,0.0,666273000.0,738328000.0,Balance Sheet
23,Long Term Debt,0.0,666273000.0,738328000.0,Balance Sheet
24,Long Term Provisions,4818000.0,,,Balance Sheet
25,Current Liabilities,2426237000.0,1772209000.0,1851297000.0,Balance Sheet
26,Other Current Liabilities,18934000.0,4145000.0,992000.0,Balance Sheet
27,Current Debt And Capital Lease Obligation,2255140000.0,1614641000.0,1594820000.0,Balance Sheet
28,Current Debt,2255140000.0,1614641000.0,1594820000.0,Balance Sheet
29,Current Provisions,29261000.0,29261000.0,29311000.0,Balance Sheet
30,Payables,98544000.0,122410000.0,197792000.0,Balance Sheet
31,Other Payable,,19843000.0,17814000.0,Balance Sheet
32,Dividends Payable,,135000.0,167000.0,Balance Sheet
33,Accounts Payable,98544000.0,102432000.0,179811000.0,Balance Sheet
34,Total Assets,721717000.0,863626000.0,972755000.0,Balance Sheet
35,Total Non Current Assets,367576000.0,400408000.0,671759000.0,Balance Sheet
36,Other Non Current Assets,39736000.0,-8000.0,272000.0,Balance Sheet
37,Non Current Prepaid Assets,,53896000.0,63699000.0,Balance Sheet
38,Non Current Deferred Taxes Assets,60741000.0,60363000.0,72573000.0,Balance Sheet
39,Investmentin Financial Assets,4251000.0,7076000.0,3832000.0,Balance Sheet
40,Financial Assets Designatedas Fair Value Through Profitor Loss Total,,5791000.0,2926000.0,Balance Sheet
41,Trading Securities,,1285000.0,906000.0,Balance Sheet
42,Goodwill And Other Intangible Assets,58000.0,84000.0,693000.0,Balance Sheet
43,Other Intangible Assets,,84000.0,693000.0,Balance Sheet
44,Net PPE,261145000.0,278997000.0,530690000.0,Balance Sheet
45,Accumulated Depreciation,,-158010000.0,-251809000.0,Balance Sheet
46,Gross PPE,,437007000.0,782499000.0,Balance Sheet
47,Construction In Progress,,,0.0,Balance Sheet
48,Other Properties,,5549000.0,13134000.0,Balance Sheet
49,Machinery Furniture Equipment,,121435000.0,234692000.0,Balance Sheet
50,Buildings And Improvements,,141787000.0,278177000.0,Balance Sheet
51,Land And Improvements,,168236000.0,256496000.0,Balance Sheet
52,Properties,,0.0,0.0,Balance Sheet
53,Current Assets,354141000.0,463219000.0,300997000.0,Balance Sheet
54,Other Current Assets,211907000.0,2000.0,1000.0,Balance Sheet
55,Restricted Cash,,960000.0,891000.0,Balance Sheet
56,Prepaid Assets,,34925000.0,74865000.0,Balance Sheet
57,Inventory,18158000.0,13206000.0,38326000.0,Balance Sheet
58,Finished Goods,,712000.0,2508000.0,Balance Sheet
59,Work In Process,,4985000.0,16344000.0,Balance Sheet
60,Raw Materials,,7509000.0,19474000.0,Balance Sheet
61,Other Receivables,153000.0,274713000.0,137075000.0,Balance Sheet
62,Taxes Receivable,,417000.0,93000.0,Balance Sheet
63,Accounts Receivable,20462000.0,137325000.0,46646000.0,Balance Sheet
64,Allowance For Doubtful Accounts Receivable,,-188279000.0,-251913000.0,Balance Sheet
65,Gross Accounts Receivable,,325604000.0,298559000.0,Balance Sheet
66,Cash Cash Equivalents And Short Term Investments,103461000.0,1671000.0,3100000.0,Balance Sheet
67,Other Short Term Investments,101483000.0,,,Balance Sheet
68,Cash And Cash Equivalents,1978000.0,1671000.0,3100000.0,Balance Sheet
69,Cash Financial,,1671000.0,3100000.0,Balance Sheet
0,Free Cash Flow,8922000.0,-164300000.0,39838000.0,Cash Flow
1,Repayment Of Debt,-373000.0,-738000.0,-6359000.0,Cash Flow
2,Issuance Of Debt,0.0,90000.0,2650000.0,Cash Flow
3,Capital Expenditure,,-179000.0,-328000.0,Cash Flow
4,End Cash Position,1978000.0,1672000.0,3100000.0,Cash Flow
5,Other Cash Adjustment Outside Changein Cash,1000.0,1000.0,,Cash Flow
6,Beginning Cash Position,1672000.0,3100000.0,824000.0,Cash Flow
7,Changes In Cash,305000.0,-1429000.0,2276000.0,Cash Flow
8,Financing Cash Flow,-10362000.0,-10797000.0,-52961000.0,Cash Flow
9,Interest Paid Cff,-9989000.0,-10149000.0,-49252000.0,Cash Flow
10,Net Issuance Payments Of Debt,-373000.0,-648000.0,-3709000.0,Cash Flow
11,Net Long Term Debt Issuance,-373000.0,-648000.0,-3709000.0,Cash Flow
12,Long Term Debt Payments,-373000.0,-738000.0,-6359000.0,Cash Flow
13,Long Term Debt Issuance,0.0,90000.0,2650000.0,Cash Flow
14,Investing Cash Flow,1745000.0,173489000.0,15071000.0,Cash Flow
15,Interest Received Cfi,46000.0,1140000.0,54000.0,Cash Flow
16,Dividends Received Cfi,-1000.0,,,Cash Flow
17,Net Investment Purchase And Sale,1700000.0,1000.0,44000.0,Cash Flow
18,Sale Of Investment,1700000.0,1000.0,44000.0,Cash Flow
19,Net Investment Properties Purchase And Sale,,0.0,0.0,Cash Flow
20,Sale Of Investment Properties,,0.0,0.0,Cash Flow
21,Net Intangibles Purchase And Sale,0.0,-84000.0,-44000.0,Cash Flow
22,Purchase Of Intangibles,0.0,-84000.0,-44000.0,Cash Flow
23,Net PPE Purchase And Sale,0.0,172432000.0,15017000.0,Cash Flow
24,Sale Of PPE,0.0,172527000.0,15301000.0,Cash Flow
25,Purchase Of PPE,0.0,-95000.0,-284000.0,Cash Flow
26,Operating Cash Flow,8922000.0,-164121000.0,40166000.0,Cash Flow
27,Taxes Refund Paid,0.0,0.0,0.0,Cash Flow
28,Change In Working Capital,55284000.0,-241714000.0,9321000.0,Cash Flow
29,Change In Other Current Liabilities,16940000.0,-21038000.0,30833000.0,Cash Flow
30,Change In Other Current Assets,15704000.0,-123635000.0,-31062000.0,Cash Flow
31,Change In Payable,49655000.0,-31032000.0,-21733000.0,Cash Flow
32,Change In Inventory,-4951000.0,25119000.0,-9344000.0,Cash Flow
33,Change In Receivables,-23832000.0,-91106000.0,40255000.0,Cash Flow
34,Other Non Cash Items,61523000.0,10493000.0,77794000.0,Cash Flow
35,Provisionand Write Offof Assets,3284000.0,,,Cash Flow
36,Depreciation And Amortization,17877000.0,35588000.0,65864000.0,Cash Flow
37,Depreciation,17877000.0,35588000.0,65864000.0,Cash Flow
38,Pension And Employee Benefit Expense,-1100000.0,,,Cash Flow
39,Gain Loss On Investment Securities,-416000.0,-1000.0,308000.0,Cash Flow
40,Net Foreign Currency Exchange Gain Loss,-1477000.0,21000.0,-272000.0,Cash Flow
41,Gain Loss On Sale Of PPE,,0.0,-571000.0,Cash Flow
42,Net Income From Continuing Operations,-126052000.0,31494000.0,-113136000.0,Cash Flow
