,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
28,Pretax Income,1107760000.0,869060000.0,1133600000.0,Income Statement
29,Other Non Operating Income Expenses,2610000.0,8730000.0,21330000.0,Income Statement
30,Special Income Charges,14350000.0,-22060000.0,-45310000.0,Income Statement
31,Other Special Charges,-22790000.0,12550000.0,-10680000.0,Income Statement
32,Write Off,8440000.0,9510000.0,55990000.0,Income Statement
33,Net Non Operating Interest Income Expense,-90880000.0,-76990000.0,-142420000.0,Income Statement
34,Total Other Finance Cost,39490000.0,36760000.0,42120000.0,Income Statement
35,Interest Expense Non Operating,68110000.0,59970000.0,111770000.0,Income Statement
36,Interest Income Non Operating,16720000.0,19740000.0,11470000.0,Income Statement
37,Operating Income,1049460000.0,846230000.0,1221940000.0,Income Statement
38,Operating Expense,2526340000.0,1872460000.0,1508290000.0,Income Statement
39,Other Operating Expenses,614670000.0,410470000.0,388630000.0,Income Statement
40,Depreciation And Amortization In Income Statement,249380000.0,227520000.0,190800000.0,Income Statement
41,Amortization,15710000.0,18850000.0,18430000.0,Income Statement
42,Depreciation Income Statement,233670000.0,208670000.0,172370000.0,Income Statement
43,Selling General And Administration,283450000.0,220180000.0,171970000.0,Income Statement
44,Selling And Marketing Expense,91730000.0,79470000.0,86210000.0,Income Statement
45,General And Administrative Expense,191720000.0,140710000.0,85760000.0,Income Statement
46,Rent And Landing Fees,7640000.0,5300000.0,3510000.0,Income Statement
47,Gross Profit,3575800000.0,2718690000.0,2730230000.0,Income Statement
48,Cost Of Revenue,9024340000.0,6049600000.0,5601930000.0,Income Statement
49,Total Revenue,12600140000.0,8768290000.0,8332160000.0,Income Statement
50,Operating Revenue,12600140000.0,8768290000.0,8332160000.0,Income Statement
0,Ordinary Shares Number,176229137.0,176229137.0,176229137.0,Balance Sheet
1,Share Issued,176229137.0,176229137.0,176229137.0,Balance Sheet
2,Net Debt,1608290000.0,291910000.0,414310000.0,Balance Sheet
3,Total Debt,2182910000.0,1029390000.0,1204480000.0,Balance Sheet
4,Tangible Book Value,4506210000.0,4158050000.0,3328950000.0,Balance Sheet
5,Invested Capital,7662960000.0,6287500000.0,5629320000.0,Balance Sheet
6,Working Capital,1783530000.0,2334130000.0,1537340000.0,Balance Sheet
7,Net Tangible Assets,4506210000.0,4158050000.0,3328950000.0,Balance Sheet
8,Capital Lease Obligations,240510000.0,104440000.0,117030000.0,Balance Sheet
9,Common Stock Equity,5720560000.0,5362550000.0,4541870000.0,Balance Sheet
10,Total Capitalization,5759480000.0,5618400000.0,4814510000.0,Balance Sheet
11,Total Equity Gross Minority Interest,5828970000.0,5428940000.0,4582920000.0,Balance Sheet
12,Minority Interest,108410000.0,66390000.0,41050000.0,Balance Sheet
13,Stockholders Equity,5720560000.0,5362550000.0,4541870000.0,Balance Sheet
14,Other Equity Interest,35070000.0,10400000.0,,Balance Sheet
15,Retained Earnings,1462170000.0,1829180000.0,2168940000.0,Balance Sheet
16,Additional Paid In Capital,2524910000.0,2646430000.0,1577600000.0,Balance Sheet
17,Capital Stock,1376170000.0,7480000.0,7020000.0,Balance Sheet
18,Common Stock,1376170000.0,7480000.0,7020000.0,Balance Sheet
19,Total Liabilities Net Minority Interest,5713140000.0,3638600000.0,3676110000.0,Balance Sheet
20,Total Non Current Liabilities Net Minority Interest,484170000.0,541030000.0,558280000.0,Balance Sheet
21,Preferred Securities Outside Stock Equity,,,46620000.0,Balance Sheet
22,Non Current Pension And Other Postretirement Benefit Plans,69600000.0,59520000.0,47940000.0,Balance Sheet
23,Tradeand Other Payables Non Current,14630000.0,9480000.0,,Balance Sheet
24,Non Current Deferred Revenue,18430000.0,20430000.0,0.0,Balance Sheet
25,Non Current Deferred Taxes Liabilities,123700000.0,99890000.0,87030000.0,Balance Sheet
26,Long Term Debt And Capital Lease Obligation,257810000.0,344910000.0,376690000.0,Balance Sheet
27,Long Term Capital Lease Obligation,218890000.0,89060000.0,104050000.0,Balance Sheet
28,Long Term Debt,38920000.0,255850000.0,272640000.0,Balance Sheet
29,Current Liabilities,5228970000.0,3097570000.0,3117830000.0,Balance Sheet
30,Other Current Liabilities,,10000.0,,Balance Sheet
31,Current Debt And Capital Lease Obligation,1925100000.0,684480000.0,827790000.0,Balance Sheet
32,Current Capital Lease Obligation,21620000.0,15380000.0,12980000.0,Balance Sheet
33,Current Debt,1903480000.0,669100000.0,814810000.0,Balance Sheet
34,Pensionand Other Post Retirement Benefit Plans Current,,0.0,0.0,Balance Sheet
35,Current Provisions,40820000.0,34300000.0,31390000.0,Balance Sheet
36,Payables,2648630000.0,1966790000.0,1863400000.0,Balance Sheet
37,Other Payable,175200000.0,18700000.0,56370000.0,Balance Sheet
38,Total Tax Payable,68920000.0,45640000.0,75780000.0,Balance Sheet
39,Accounts Payable,2404510000.0,1902450000.0,1731250000.0,Balance Sheet
40,Total Assets,11542110000.0,9067540000.0,8259030000.0,Balance Sheet
41,Total Non Current Assets,4529610000.0,3635840000.0,3603860000.0,Balance Sheet
42,Other Non Current Assets,,4660000.0,4550000.0,Balance Sheet
43,Non Current Prepaid Assets,48520000.0,35820000.0,32520000.0,Balance Sheet
44,Non Current Deferred Taxes Assets,1080000.0,420000.0,7830000.0,Balance Sheet
45,Investmentin Financial Assets,46210000.0,31370000.0,24630000.0,Balance Sheet
46,Held To Maturity Securities,,4950000.0,4950000.0,Balance Sheet
47,Available For Sale Securities,22520000.0,2350000.0,1610000.0,Balance Sheet
48,Financial Assets Designatedas Fair Value Through Profitor Loss Total,23690000.0,24070000.0,18070000.0,Balance Sheet
49,Long Term Equity Investment,2190000.0,2030000.0,2700000.0,Balance Sheet
50,Investmentsin Associatesat Cost,2190000.0,2030000.0,2700000.0,Balance Sheet
51,Investment Properties,4130000.0,4130000.0,4130000.0,Balance Sheet
52,Goodwill And Other Intangible Assets,1214350000.0,1204500000.0,1212920000.0,Balance Sheet
53,Other Intangible Assets,32500000.0,22650000.0,31070000.0,Balance Sheet
54,Goodwill,1181850000.0,1181850000.0,1181850000.0,Balance Sheet
55,Net PPE,3180110000.0,2212040000.0,2265190000.0,Balance Sheet
56,Accumulated Depreciation,-566340000.0,-361500000.0,-161240000.0,Balance Sheet
57,Gross PPE,3746450000.0,2573540000.0,2426430000.0,Balance Sheet
58,Construction In Progress,601870000.0,113270000.0,135430000.0,Balance Sheet
59,Other Properties,465030000.0,298750000.0,272190000.0,Balance Sheet
60,Machinery Furniture Equipment,1695850000.0,1517210000.0,1376700000.0,Balance Sheet
61,Buildings And Improvements,347500000.0,339610000.0,322840000.0,Balance Sheet
62,Land And Improvements,636200000.0,304700000.0,319270000.0,Balance Sheet
63,Properties,0.0,0.0,0.0,Balance Sheet
64,Current Assets,7012500000.0,5431700000.0,4655170000.0,Balance Sheet
65,Hedging Assets Current,390000.0,1550000.0,9730000.0,Balance Sheet
66,Restricted Cash,34970000.0,23470000.0,45560000.0,Balance Sheet
67,Prepaid Assets,291030000.0,203800000.0,178040000.0,Balance Sheet
68,Inventory,2913000000.0,1788750000.0,1419210000.0,Balance Sheet
69,Finished Goods,200040000.0,80100000.0,133790000.0,Balance Sheet
70,Work In Process,643590000.0,337780000.0,331110000.0,Balance Sheet
71,Raw Materials,2069370000.0,1370870000.0,954310000.0,Balance Sheet
72,Other Receivables,59000000.0,52650000.0,34700000.0,Balance Sheet
73,Taxes Receivable,294670000.0,208710000.0,154090000.0,Balance Sheet
74,Accounts Receivable,2722340000.0,2084340000.0,1804340000.0,Balance Sheet
75,Allowance For Doubtful Accounts Receivable,-58530000.0,-45210000.0,-49390000.0,Balance Sheet
76,Gross Accounts Receivable,2780870000.0,2129550000.0,1853730000.0,Balance Sheet
77,Cash Cash Equivalents And Short Term Investments,697100000.0,1068430000.0,1009500000.0,Balance Sheet
78,Other Short Term Investments,362990000.0,435390000.0,336360000.0,Balance Sheet
79,Cash And Cash Equivalents,334110000.0,633040000.0,673140000.0,Balance Sheet
80,Cash Equivalents,192020000.0,322950000.0,131570000.0,Balance Sheet
81,Cash Financial,142090000.0,310090000.0,541570000.0,Balance Sheet
0,Free Cash Flow,-1031130000.0,177320000.0,1073580000.0,Cash Flow
1,Repurchase Of Capital Stock,,-1850000.0,0.0,Cash Flow
2,Repayment Of Debt,-288340000.0,-1113270000.0,-868520000.0,Cash Flow
3,Issuance Of Debt,1309140000.0,958140000.0,436810000.0,Cash Flow
4,Issuance Of Capital Stock,2715250000.0,1080530000.0,45000000.0,Cash Flow
5,Capital Expenditure,-904810000.0,-193820000.0,-484360000.0,Cash Flow
6,End Cash Position,334110000.0,633040000.0,673140000.0,Cash Flow
7,Other Cash Adjustment Outside Changein Cash,,,10000.0,Cash Flow
8,Beginning Cash Position,633040000.0,673140000.0,165540000.0,Cash Flow
9,Effect Of Exchange Rate Changes,-2170000.0,-3640000.0,33590000.0,Cash Flow
10,Changes In Cash,-296760000.0,-36460000.0,474000000.0,Cash Flow
11,Financing Cash Flow,3821190000.0,715620000.0,-593280000.0,Cash Flow
12,Net Other Financing Charges,182160000.0,-114180000.0,-45020000.0,Cash Flow
13,Interest Paid Cff,-70420000.0,-70160000.0,-119330000.0,Cash Flow
14,Cash Dividends Paid,,,-20420000.0,Cash Flow
15,Net Preferred Stock Issuance,,749280000.0,45000000.0,Cash Flow
16,Preferred Stock Issuance,,749280000.0,45000000.0,Cash Flow
17,Net Common Stock Issuance,2715250000.0,329400000.0,0.0,Cash Flow
18,Common Stock Payments,,-1850000.0,0.0,Cash Flow
19,Common Stock Issuance,2715250000.0,331250000.0,0.0,Cash Flow
20,Net Issuance Payments Of Debt,1020800000.0,-155130000.0,-431710000.0,Cash Flow
21,Net Short Term Debt Issuance,1309140000.0,-133130000.0,-287940000.0,Cash Flow
22,Short Term Debt Payments,,-871430000.0,-625750000.0,Cash Flow
23,Short Term Debt Issuance,1309140000.0,738300000.0,337810000.0,Cash Flow
24,Net Long Term Debt Issuance,-288340000.0,-22000000.0,-143770000.0,Cash Flow
25,Long Term Debt Payments,-288340000.0,-241840000.0,-242770000.0,Cash Flow
26,Long Term Debt Issuance,,219840000.0,99000000.0,Cash Flow
27,Investing Cash Flow,-3991630000.0,-1123220000.0,-490660000.0,Cash Flow
28,Interest Received Cfi,11570000.0,11730000.0,4130000.0,Cash Flow
29,Dividends Received Cfi,170000.0,3920000.0,3700000.0,Cash Flow
30,Net Investment Purchase And Sale,8270000.0,-64180000.0,-19620000.0,Cash Flow
31,Sale Of Investment,102680000.0,1230000.0,1240000.0,Cash Flow
32,Purchase Of Investment,-94410000.0,-65410000.0,-20860000.0,Cash Flow
33,Net Business Purchase And Sale,-3110640000.0,-887410000.0,,Cash Flow
34,Purchase Of Business,-3110640000.0,-887410000.0,,Cash Flow
35,Net PPE Purchase And Sale,3810000.0,6540000.0,5490000.0,Cash Flow
36,Sale Of PPE,3810000.0,6540000.0,5490000.0,Cash Flow
37,Capital Expenditure Reported,-904810000.0,-193820000.0,-484360000.0,Cash Flow
38,Operating Cash Flow,-126320000.0,371140000.0,1557940000.0,Cash Flow
39,Taxes Refund Paid,-288950000.0,-220280000.0,-207120000.0,Cash Flow
40,Change In Working Capital,-1212180000.0,-498440000.0,300920000.0,Cash Flow
41,Change In Other Current Liabilities,205510000.0,40590000.0,177410000.0,Cash Flow
42,Change In Other Current Assets,-198950000.0,-97640000.0,-45970000.0,Cash Flow
43,Change In Payable,506480000.0,183090000.0,108100000.0,Cash Flow
44,Change In Inventory,-1124250000.0,-369530000.0,8160000.0,Cash Flow
45,Change In Receivables,-617390000.0,-268680000.0,30230000.0,Cash Flow
46,Other Non Cash Items,29850000.0,48000000.0,109230000.0,Cash Flow
47,Stock Based Compensation,35070000.0,,,Cash Flow
48,Provisionand Write Offof Assets,13430000.0,-1270000.0,8590000.0,Cash Flow
49,Depreciation And Amortization,249380000.0,227520000.0,190800000.0,Cash Flow
50,Depreciation,249380000.0,227520000.0,190800000.0,Cash Flow
51,Gain Loss On Investment Securities,-31190000.0,-30020000.0,-18820000.0,Cash Flow
52,Net Foreign Currency Exchange Gain Loss,-29820000.0,-22900000.0,-13540000.0,Cash Flow
53,Gain Loss On Sale Of PPE,330000.0,-640000.0,-1710000.0,Cash Flow
54,Net Income From Continuing Operations,1107760000.0,869070000.0,1133600000.0,Cash Flow
