,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
9,Cash Dividends Paid,-24441000.0,,,Cash Flow
10,Net Common Stock Issuance,,,0.0,Cash Flow
11,Common Stock Issuance,,,0.0,Cash Flow
12,Net Issuance Payments Of Debt,-191646000.0,43406000.0,-71032000.0,Cash Flow
13,Net Short Term Debt Issuance,-137548000.0,24302000.0,-40560000.0,Cash Flow
14,Net Long Term Debt Issuance,-54098000.0,19104000.0,-30472000.0,Cash Flow
15,Investing Cash Flow,-187169000.0,13947000.0,1693000.0,Cash Flow
16,Interest Received Cfi,,,14997000.0,Cash Flow
17,Net Investment Purchase And Sale,0.0,56682000.0,-8052000.0,Cash Flow
18,Net Business Purchase And Sale,-83167000.0,-284000.0,,Cash Flow
19,Purchase Of Business,-83167000.0,-284000.0,,Cash Flow
20,Net PPE Purchase And Sale,-104002000.0,-42451000.0,-5252000.0,Cash Flow
21,Sale Of PPE,14955000.0,4613000.0,26295000.0,Cash Flow
22,Purchase Of PPE,-118957000.0,-47064000.0,-31547000.0,Cash Flow
23,Operating Cash Flow,470650000.0,22789000.0,188669000.0,Cash Flow
24,Taxes Refund Paid,-64720000.0,-26772000.0,-23050000.0,Cash Flow
25,Change In Working Capital,160752000.0,-302342000.0,52119000.0,Cash Flow
26,Change In Other Current Liabilities,12550000.0,88168000.0,-28614000.0,Cash Flow
27,Change In Other Current Assets,166542000.0,-61425000.0,,Cash Flow
28,Change In Payable,-28870000.0,-233682000.0,124619000.0,Cash Flow
29,Change In Inventory,786000.0,-44327000.0,-175755000.0,Cash Flow
30,Change In Receivables,4002000.0,-53618000.0,131869000.0,Cash Flow
31,Other Non Cash Items,59613000.0,84241000.0,-22317000.0,Cash Flow
32,Provisionand Write Offof Assets,-1162000.0,-2190000.0,0.0,Cash Flow
33,Depreciation And Amortization,93463000.0,91162000.0,69151000.0,Cash Flow
34,Amortization Cash Flow,12392000.0,,,Cash Flow
35,Depreciation,81071000.0,91162000.0,69151000.0,Cash Flow
36,Net Foreign Currency Exchange Gain Loss,7677000.0,-2121000.0,-15774000.0,Cash Flow
37,Gain Loss On Sale Of PPE,8562000.0,-959000.0,1777000.0,Cash Flow
38,Gain Loss On Sale Of Business,0.0,-42986000.0,,Cash Flow
39,Net Income From Continuing Operations,194405000.0,169134000.0,113660000.0,Cash Flow
