,item,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,sheet
16,Net PPE Purchase And Sale,0.0,0.0,37828569.0,Cash Flow
17,Sale Of PPE,0.0,,,Cash Flow
18,Operating Cash Flow,14408000.0,57836552.0,-152351817.0,Cash Flow
19,Taxes Refund Paid,0.0,0.0,0.0,Cash Flow
20,Change In Working Capital,9984000.0,52843569.0,-222755406.0,Cash Flow
21,Change In Other Current Liabilities,-696000.0,-325308571.0,22365722.0,Cash Flow
22,Change In Other Current Assets,-384000.0,80074956.0,9421454.0,Cash Flow
23,Change In Payable,-17660000.0,132406240.0,-551445556.0,Cash Flow
24,Change In Inventory,0.0,1281942.0,-1281942.0,Cash Flow
25,Change In Receivables,28585000.0,175905436.0,295776860.0,Cash Flow
26,Other Non Cash Items,-61963000.0,,,Cash Flow
27,Provisionand Write Offof Assets,-11860000.0,,,Cash Flow
28,Depreciation And Amortization,3889000.0,4496627.0,5863445.0,Cash Flow
29,Depreciation,3889000.0,4496627.0,5863445.0,Cash Flow
30,Gain Loss On Sale Of PPE,,0.0,5383552.0,Cash Flow
31,Gain Loss On Sale Of Business,,0.0,51498756.0,Cash Flow
32,Net Income From Continuing Operations,534000.0,496356.0,7657836.0,Cash Flow
